game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID
2024-03-25,747810,1,10,11,Adael Amador,691182,Niko Decolati,680719,Hunter Goodman,696100,goodmhu01,Jimmy Herron,676939,Julio Carreras,679734,Connor Kaiser,663731,kaiseco01,Sean Bouchard,656248,bouchse01,Trevor Boone,685392,Daniel Cope,684543,Blake Perkins,663368,perkibl01,Brice Turang,668930,turanbr02,Juan Baez,800345,David García,671272,Jackson Chourio,694192,chourja01,Jake Bauers,641343,bauerja01,Andruw Monasterio,655316,monasan01,Eric Haase,606992,haaseer01,Carlos D. Rodriguez,677578,"Hudson, Dak",641712,hudsoda02,Kinley,641755,kinlety01,Beeks,656222,beeksja02,Mears,683232,mearsni01,Agnos,688642,Rea,607067,reaco01,Payamps,606303,payamjo01,"Peguero, E",665625,pegueel01,"Paredes, E",660600,pareden01,"Smith, S",681343
