game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Away_P_7_Name,Away_P_7_ID,Away_P_7_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID,Home_P_7_Name,Home_P_7_ID
2024-03-01,748158,5,3,8,Jorge Ruiz,702409,Matt Thaiss,642136,thaisma01,Tucker Flint,687272,Livan Soto,670869,sotoli01,Eric Wagaman,676572,Charles Leblanc,641779,leblach01,Arol Vera,691186,Richie Martin,621006,martiri01,Nelson Rada,703185,Nerwilian Cedeño,683481,Robert Perez Jr.,672596,Connor Hollis,667442,Tim Locastro,641796,locasti01,Michael De La Cruz,631222,Tirso Ornelas,672359,Bryce Johnson,669369,johnsbr03,Ray-Patrick Didder,642720,Brett Sullivan,664954,sullibr01,Detmers,672282,detmere01,MacGregor,669740,Moore,519043,moorema02,Joyce,690829,joycebe01,Rosenberg,670046,rosenke01,Kochanowicz,686799,"Fulmer, C",608334,fulmeca01,"Vásquez, R",681190,vasqura02,"Peralta, Wa",593974,peralwa01,Nance,667297,nanceto01,Cosgrove,676680,cosgrto01,Camarena,547176,camarda01,"Hernandez, N",663321,hernani01,Reynolds,669308
