game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID
2021-03-01,641634,2,2,4,Canaan Smith-Njigba,675986,smithca05,Nick Gonzales,693304,gonzani01,Rodolfo Castro,666801,castrro01,Oneil Cruz,665833,cruzon01,Anthony Alford,546990,alforan01,Travis Swaggerty,680552,swaggtr01,Joe Hudson,621529,hudsojo03,Mason Martin,676733,Ji Hwan Bae,678225,baeji01,Reese McGuire,624512,mcguire01,Danny Jansen,643376,janseda01,Leo Jimenez,677870,Logan Warmoth,657089,Jordan Groshans,677954,groshjo01,Miguel Hiraldo,677599,Richard Urena,620446,urenari01,Tyler White,643603,whitety01,Otto Lopez,672640,lopezot01,"Keller, M",656605,kellemi03,Crick,605195,crickky01,Shreve,592741,shrevch01,Bednar,670280,bednada01,Cederlind,664977,cederbl01,Weiman,676620,Ray,592662,rayro02,Pearson,663878,pearsna01,Liriano,434538,liriafr01,Phelps,475479,phelpda01,Borucki,621366,borucry01,Romano,605447,romanjo03
