game_date,gamepk,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID
2022-07-16,662909,5,5,Nick Allen,669397,allenni02,Skye Bolt,621450,boltsk01,Vimael Machín,605353,machivi01,Seth Brown,664913,brownse01,Ramón Laureano,657656,laurera01,Tony Kemp,643393,kempto01,Sean Murphy,669221,murphse01,Dérmis Garcia,660650,garcide02,Elvis Andrus,462101,andruel01,Martín Maldonado,455117,maldoma01,Kyle Tucker,663656,tuckeky01,Alex Bregman,608324,bregmal01,Yuli Gurriel,493329,gourryu01,Jake Meyers,676694,meyerja02,Jose Altuve,514888,altuvjo01,Jeremy Peña,665161,penaje02,Aledmys Díaz,649557,diazal02,Chas McCormick,676801,mccorch01,Koenig,657649,koenija01,Snead,669912,sneadki01,Verlander,434378,verlaju01,"Maton, P",664208,matonph01,Neris,593576,nerishe01,"Abreu, B",650556,abreubr01
