game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID,Home_P_7_Name,Home_P_7_ID
2024-03-14,747967,7,13,20,Colin Simpson,685388,Drew Romo,691011,Jimmy Herron,676939,Jameson Hannah,680683,Nic Kent,684715,Connor Kaiser,663731,kaiseco01,Hunter Stovall,667663,Trevor Boone,685392,Kyle Datres,663979,Jose Pastrano,691261,Johnny Tincher,814816,Deyvison De Los Santos,691277,Dayan Frias,682679,Connor Kokx,701634,Lorenzo Cedrola,661411,Raynel Delgado,669384,Bryan Lavastida,681526,lavasbr01,Chase DeLauter,800050,"Lambert, P",663567,lambepe01,Justice,687145,justiev01,Molina,683627,molinan01,Hartlieb,664129,hartlge01,Vodnik,680767,vodnivi01,"Allen, L.T.",671106,allenlo02,Hanner,690440,"Clase, E",661403,claseem01,Gaddis,683769,gaddihu01,Morgan,669212,morgael01,Zuber,676604,zuberty01,Burns,669142
