game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_6_Name,Home_P_6_ID
2022-04-01,706910,3,5,8,Alexander Canario,672744,canaral01,Pedro Ramirez,699393,Yonathan Perlaza,666632,Bradlee Beesley,686977,Bryce Ball,668787,John Hicks,543308,hicksjo02,Ed Howard,690992,Greg Deichmann,656364,deichgr01,Luis Verdugo,677605,Mike Brosseau,670712,brossmi01,Joey Wiemer,686894,wiemejo01,Tyler Black,672012,blackty01,Freddy Zamora,668965,Jackson Chourio,694192,chourja01,Felix Valerio,680589,Sal Frelick,686217,frelisa01,Jakson Reetz,656883,reetzja01,Ashton McGee,671082,"Thompson, K",624522,thompke02,Sampson,592716,sampsad01,Roberts,681799,roberet01,"Rodríguez, M",655889,rodrima01,Wick,592858,wickro01,"Perdomo, L",606131,perdolu02,"Sánchez, M",667376,sanchmi01,Milner,571948,milneho01,Erceg,668674,erceglu01,Robinson,676515,Bullock,668908
