game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID,Home_P_7_Name,Home_P_7_ID,Home_P_7_bbrefID
2023-03-18,719064,4,7,11,Ernie Yake,687044,Dalton Kelly,665138,Alex Isola,684576,Andrew Bechtold,657510,David Bañuelos,675915,banueda01,Anthony Prato,668791,Willie Joe Garry Jr.,681831,Will Holland,683735,DaShawn Keirsey Jr.,680577,Travis Swaggerty,680552,swaggtr01,Carter Bins,670190,Lolo Sanchez,665975,Tucupita Marcano,672779,marcatu01,Jason Delay,641511,delayja01,Chris Owings,572008,owingch01,Drew Maggi,543482,maggidr01,Cal Mitchell,668751,mitchca01,Andrés Alvarez,687019,"Sanchez, Aa",592717,sanchaa01,Brink,656259,Stewart,592779,stewabr01,Megill,656730,megiltr01,Sands,663485,sandsco01,"Keller, M",656605,kellemi03,"Ramírez, Y",670990,ramiryo01,"Hernandez, J",669796,hernajo03,Mlodzinski,669387,mlodzca01,Alldred,682027,alldrca01,Crowe,640444,crowewi01,Holderman,670059,holdeco01
