game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID
2022-03-27,706851,1,5,6,Will Benson,666181,bensowi01,Steven Kwan,680757,kwanst01,Alex Call,669743,callal02,Daniel Schneemann,682177,Yordys Valdes,686798,Gabriel Rodriguez,682621,Raynel Delgado,669384,Bryan Lavastida,681526,lavasbr01,Daniel Johnson,669288,johnsda07,Matthew Batten,676946,battema01,Aderlin Rodríguez,573669,Trayce Thompson,572204,thomptr01,Nomar Mazara,608577,mazarno01,Luis Liberato,642451,liberlu01,Luis Campusano,669134,campulu01,Thomas Milone,641882,CJ Abrams,682928,abramcj01,C.J. Hinojosa,546994,Plesac,668676,plesaza01,"Young, Al",622065,youngal01,McKenzie,663474,mckentr01,Garza,621057,garzaju01,Darvish,506433,darviyu01,Adams,613534,adamsau02,"Suarez, R",663158,suarero01,"Wilson, S",621051,wilsost02,"Scott, Tay",605463,scottta02,Bergen,664157,bergetr01
