game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter9_Name,Home_Batter9_ID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID
2023-03-27,718924,4,2,6,David Dahl,621311,dahlda01,Pedro Castellanos,665776,Luis Aviles Jr.,641323,Luis Campusano,669134,campulu01,Taylor Kohlwey,670128,kohlwta01,Ripken Reyes,685341,Chase Valentine,701106,José Azocar,640492,azocajo01,Brett Sullivan,664954,sullibr01,Robbie Tenerowicz,642134,Robert Perez Jr.,672596,Tanner Kirwer,647255,Spencer Packard,689070,Leo Rivas,660844,rivasle01,Ben Ramirez,668756,Jake Anchia,680971,Blake Rambusch,800683,Alberto Rodriguez,679754,"Lugo, S",607625,lugose01,Hader,623352,haderjo01,Honeywell,641703,honeybr01,Pelham,641962,pelhacd01,"Gonzales, M",594835,gonzama02,Sewald,623149,sewalpa01,Castillo. D,650895,castidi01,Festa,670036,festama01,Raeth,806288
