game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Away_P_6_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID
2022-03-25,706860,1,2,3,Mark Contreras,676628,contrma01,José Godoy,608422,godoyjo01,Jimmy Kerrigan,677965,Aaron Sabato,693306,Jermaine Palacios,650339,palacje01,Cole Sturgeon,657017,Gilberto Celestino,665482,celesgi01,Spencer Steer,668715,steersp01,Kevin Merrell,656736,Ethan Paul,663871,Canaan Smith-Njigba,675986,smithca05,Taylor Davis,543089,davista01,Mason Martin,676733,Cal Mitchell,668751,mitchca01,Jared Oliva,666931,olivaja01,Andrés Alvarez,687019,Michael Pérez,605421,perezmi03,Hunter Owen,670462,owenhu01,Bundy,605164,bundydy01,Megill,656730,megiltr01,"Hamilton, I",641656,hamilia01,Moran,663558,moranjo01,"Romero, J",664584,romerjh01,Thorpe,626929,thorple01,"Wilson, B",669060,wilsobr02,Weiman,676620,Peters,596071,peterdi01,"Stratton, C",608717,stratch01,Bednar,670280,bednada01,Sulser,676641,sulsebe01
