game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID
2024-03-16,747947,6,4,10,Anthony Bemboom,621532,bemboan01,Justyn-Henry Malloy,669234,Keston Hiura,669374,hiurake01,Ryan Vilade,668723,viladry01,Bligh Madris,676632,madribl01,Clayton Campbell,693073,Eddys Leonard,678760,Gage Workman,669398,Buddy Kennedy,671083,kennebu01,Matt Fraizer,670208,Matt Gorski,685301,Dustin Peterson,640460,peterdu01,Connor Scott,669002,Sergio Alcántara,642727,alcanse01,Aaron Shackelford,687823,Malcom Nuñez,682650,Alika Williams,675961,willial04,Grant Koch,667428,Skubal,669373,skubata01,Faedo,656412,faedoal01,Wentz,666214,wentzjo01,Vest,676684,vestwi01,"Keller, M",656605,kellemi03,Falter,663559,falteba01,Sadzeck,592712,sadzeco01,McClure,656701,"Peralta, Wi",503449,peralwi01
