game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter9_Name,Home_Batter9_ID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Away_P_7_Name,Away_P_7_ID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_7_Name,Home_P_7_ID,Home_P_7_bbrefID
2023-03-04,719267,9,5,14,A.J. Vukovich,691021,Juan Centeno,518542,centeju01,Neyfy Castillo,678689,Gavin Conticello,695521,Deyvison De Los Santos,691277,Yairo Muñoz,622168,munozya01,Wilderd Patiño,679741,Caleb Roberts,681134,Jake Hager,606993,hagerja01,Ricardo Genovés,665648,Aeverson Arteaga,692348,Logan Wyatt,668824,Ghordy Santos,672775,Damon Dues,680815,Hayden Cantrelle,676463,Ismael Munguia,665998,Jairo Pomares,682646,Carter Aldrete,666177,Cecconi,677944,ceccosl01,Clay,621348,claysa01,Walston,686796,walstbl01,Saalfrank,685314,saalfan01,Jarvis,686826,jarvibr01,Otanez,671305,"Vizcaíno, R",642563,Wood,622072,woodal02,Brebbia,605154,brebbjo01,Alexander,518397,alexasc02,Winn,676775,winnke01,"Guzmán, R",608597,guzmaro01,Cruz,678804,Fletcher,667465,fletcaa01
