game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Away_P_6_bbrefID,Away_P_7_Name,Away_P_7_ID,Away_P_7_bbrefID,Home_SP_Name,Home_SP_ID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID,Home_P_7_Name,Home_P_7_ID
2022-03-27,706992,4,4,8,Bladimir Restituyo,678837,Benny Montgomery,695603,Michael Toglia,669911,toglimi01,Taylor Snyder,643549,Coco Montes,663796,monteco01,Brian Serven,661531,servebr01,Zac Veen,691728,Scott Schebler,594988,schebsc01,Hunter Stovall,667663,Eric Yang,687066,Max Schrock,621011,schroma01,Aristides Aquino,606157,aquinar01,Brandon Drury,592273,drurybr01,TJ Friedl,670770,friedtj01,Leo Rivas,660844,rivasle01,Jacob Hurtubise,674441,hurtuja01,Colin Moran,592567,moranco01,Albert Almora Jr.,546991,almoral01,Freeland,607536,freelky01,Griep,664155,Kinley,641755,kinlety01,"Lawrence, J",664875,lawreju01,Gilbreath,656458,gilbrlu01,Sheffield,642068,sheffjo01,Bird,656234,birdja01,Marinan,675653,Wilson,458677,wilsoju10,Cessa,570666,cessalu01,"Warren, A",605521,warrear01,Diehl,670426,diehlph01,Hendrix,641682,hendrry01,"Lopez, Di",650841
