game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_6_Name,Away_P_6_ID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID
2024-03-17,747927,8,9,17,Jefrey De Los Santos,691645,Wyatt Young,696281,Junior Tilien,691708,Omar De Los Santos,684519,Rhylan Thomas,689041,Yohairo Cuevas,699293,Luke Ritter,682239,Hayden Senger,663584,Luke Voit,572228,voitlu01,Brady House,691781,Nasim Nuñez,683083,nunezna01,James Wood,695578,Alex Call,669743,callal02,Juan Yepez,660766,yepezju01,Lewin Díaz,650331,diazle01,Darren Baker,671117,Dylan Crews,686611,Israel Pineda,672832,pinedis01,Megill,656731,megilty01,Cornielly,681739,Ottavino,493603,ottavad01,Adams,613534,adamsau02,Parsons,663500,Geber,802363,Gore,669022,gorema01,Bleier,542947,bleieri01,"Barnes, J",606930,barneja01,La Sorsa,686747,lasorjo01
