game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_6_Name,Away_P_6_ID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID,Home_P_7_Name,Home_P_7_ID,Home_P_8_Name,Home_P_8_ID,Home_P_9_Name,Home_P_9_ID
2024-03-09,748049,9,3,12,Simon Juan,703159,William Lugo,683493,Wyatt Young,696281,Austin Allen,664119,allenau01,Omar De Los Santos,684519,Rylan Bannon,676625,bannory01,Rhylan Thomas,689041,Yohairo Cuevas,699293,JT Schwartz,681286,Michael Siani,672279,sianimi01,Thomas Saggese,695336,Pedro Pagés,686780,pagespe02,Chris Rotondo,700658,José Fermín,665877,fermijo01,Luken Baker,663609,bakerlu01,Arquímedes Gamboa,660614,César Prieto,693409,Jared Young,676724,youngja02,Manaea,640455,manaese01,Reid-Foley,656887,reidfse01,Lavender,681320,"Smith, C",663385,smithch12,Parsons,663500,"Ramos, W",678576,Matz,571927,matzst01,O'Brien,676617,obrieri01,"Rodríguez, W",516853,rodriwi02,Fernandez,681676,fernary01,Pallante,669467,pallaan01,Robertson,687798,roberni01,Robberse,691828,Cornwell,676498,Loutos,702795
