game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Away_P_6_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_7_Name,Home_P_7_ID,Home_P_7_bbrefID,Home_P_8_Name,Home_P_8_ID
2021-03-10,641599,6,2,8,Nick Gordon,624503,gordoni01,Travis Blankenhorn,663905,blanktr01,Keon Broxton,542979,broxtke01,Jose Miranda,669304,miranjo01,Willians Astudillo,553902,astudwi01,Aaron Sabato,693306,Drew Maggi,543482,maggidr01,Tomás Telis,542513,telisto01,Gilberto Celestino,665482,celesgi01,Greg Jones,675659,Kevin Padlo,656821,padloke01,Esteban Quiroz,606019,quiroes01,Tristan Gray,656484,graytr01,Garrett Whitley,663605,Ryan Boldt,624416,Xavier Edwards,669364,edwarxa01,Brett Sullivan,664954,sullibr01,Joseph Odom,641929,odomjo01,Berríos,621244,berrijo01,Stashak,664054,stashco01,"Anderson, S",641312,andersh01,Leyer,622490,leyerro01,Alcala,660896,alcaljo01,"Law, D",571882,lawde01,Patiño,672715,patinlu01,Roe,475054,roech01,Reed,642003,reedco01,Ryan,657746,ryanjo04,Enns,608650,ennsdi01,Allie,592105,Springs,605488,sprinje01,Strotman,675977
