game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Home_SP_Name,Home_SP_ID,Home_P_2_Name,Home_P_2_ID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID
2021-03-01,641999,5,13,18,Scott Heineman,595981,heinesc01,TJ Friedl,670770,friedtj01,Jonathan India,663697,indiajo01,Rocky Gale,502570,galero01,Alfredo Rodriguez,670895,Errol Robinson,642021,Alejo Lopez,664670,lopezal03,Narciso Crook,643271,crookna01,Tyler Naquin,571980,naquity01,Edwin Díaz,641521,Seth Brown,664913,brownse01,Michael Reed,642002,Nick Allen,669397,allenni02,Frank Schwindel,643524,schwifr01,Jacob Wilson,607111,wilsoja04,Greg Deichmann,656364,deichgr01,Kyle McCann,668832,mccanky01,Francisco Peña,506747,penafr01,Finnegan,605232,finnebr01,"Ramirez, No",598287,ramirno01,"Romano, S",607219,romansa01,Carle,641438,carlesh01,Hendrix,641682,hendrry01,Holmes,656550,Blackham,657518,Schlitter,489295,schlibr01,Guduan,594056,guduare01,DuRapau,657566,durapmo01,Turley,543867,turleni01
