game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID,Home_P_7_Name,Home_P_7_ID,Home_P_7_bbrefID,Home_P_8_Name,Home_P_8_ID,Home_P_8_bbrefID
2023-03-03,719299,6,3,9,Andrew Navigato,685382,Austin Murr,689456,Colt Keith,690993,keithco01,Jermaine Palacios,650339,palacje01,Julio E. Rodriguez,667372,Andrew Knapp,595284,knappan01,DJ Peters,656847,peterdj01,Ben Malgeri,701162,Izaac Pacheco,691789,Kody Clemens,665019,clemeko01,Scott Kingery,664068,kingesc01,Nick Podkul,674951,Jack Conley,663660,Will Toffey,657780,Johan Rojas,679032,rojasjo03,Carlos De La Cruz,678926,Weston Wilson,642215,wilsowe01,Garrett Stubbs,596117,stubbga01,"Rodriguez, Ed",593958,rodried05,Lange,656638,langeal01,"Alexander, T",641302,alexaty01,Uceta,670955,ucetaed01,Alvarado,665660,"Walker, T",592836,walketa01,Adams,699499,Bowden,641386,bowdebe01,Head,545343,headlo01,Abel,690953,"Marte, Y",628708,marteyu01,Uelmen,657272,uelmeer01,"Ortiz, L.F.",656814,ortizlu02
