game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Away_P_6_bbrefID,Away_P_7_Name,Away_P_7_ID,Away_P_7_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID
2022-04-04,706928,10,4,14,Austin Romine,519222,rominau01,Michael Stefanic,683021,stefami01,Ryan Aguilar,666922,aguilry01,Taylor Ward,621493,wardta01,Jack Mayfield,608686,mayfija01,Jose Rojas,670351,rojasjo02,Brandon Marsh,669016,marshbr02,Jo Adell,666176,adelljo01,Jared Walsh,665120,walshja01,Jose Ramos,682947,Devin Mann,669471,Justin Yurchak,657144,Ryan Ward,669899,Hanser Alberto,593643,alberha01,Miguel Vargas,678246,vargami01,Edwin Ríos,621458,riosed01,Tony Wolters,547172,wolteto01,Kevin Pillar,607680,pillake01,"Suarez, J",660761,suarejo01,Barraclough,607457,barraky01,Mayers,594577,mayermi01,Quijada,650671,quijajo01,Tepera,572193,teperry01,Barria,642545,barrija01,"Valdez, C",491624,valdece01,"Urías, J",628711,uriasju01,Almonte,622075,almonye01,Gonsolin,664062,gonsoto01,Cleavinger,664076,cleavga01,Zuñiga,670871,zuniggu01
