game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_5_Name,Away_P_5_ID,Away_P_6_Name,Away_P_6_ID,Away_P_7_Name,Away_P_7_ID,Away_P_8_Name,Away_P_8_ID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID,Home_P_7_Name,Home_P_7_ID
2022-03-20,706877,9,9,18,Christian Cairo,686551,Will Brennan,686823,brennwi02,Oscar Gonzalez,660757,gonzaos01,Will Benson,666181,bensowi01,Bryan Lavastida,681526,lavasbr01,Jhonkensy Noel,678877,Brayan Rocchio,677587,rocchbr01,José Tena,677588,tenajo01,Joe Naranjo,683172,Dalton Kelly,665138,Mickey McDonald,676782,mcdonmi01,Kevin Smith,675656,smithke05,Zack Gelof,680869,gelofza01,Skye Bolt,621450,boltsk01,Cristian Pache,665506,pachecr01,Christian Bethancourt,542194,bethach01,Logan Davidson,669722,Christian Lopes,547173,lopesch01,McCarty,668948,mccarki01,Enright,663671,Herrin,682120,herriti01,Gallagher,676711,Labaut,665178,Misiaszek,667280,Zapata,679033,Draper,676898,"Irvin, C",608344,irvinco01,Trivino,642152,trivilo01,Jefferies,641726,jeffeda01,Damron,641499,Acevedo,642758,acevedo01,Moll,594580,mollsa01,Holmes,656550
