game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Away_P_6_bbrefID,Away_P_7_Name,Away_P_7_ID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID,Home_P_7_Name,Home_P_7_ID
2022-03-31,706802,2,8,10,Eddy Alvarez,657193,alvared01,Edwin Mateo,672858,Jake Lamb,571875,lambja01,Devin Mann,669471,Jeren Kendall,656607,Justin Yurchak,657144,Ryan Noda,676116,nodary01,Brandon Lewis,686781,Tony Wolters,547172,wolteto01,Joe McCarthy,663411,mccarjo04,Meibrys Viloria,650619,vilorme01,Ezequiel Duran,677649,duranez01,Jake Marisnick,545350,marisja01,Nick Solak,669256,solakni01,Frainyer Chavez,669413,Charlie Culberson,518586,culbech01,Eli White,642201,whiteel04,Matt Carpenter,572761,carpema01,Pepiot,686752,pepiory01,"González, V",624647,gonzavi02,Graterol,660813,gratebr01,"Hudson, Dan",543339,hudsoda01,Bruihl,677865,bruihju01,Treinen,595014,treinbl01,Washington,675976,Hearn,621368,hearnta01,Snyder,676766,snydeni01,Burke,656271,burkebr01,"Patton, S",607359,pattosp01,Sborz,622250,sborzjo01,"Barlow, J",669618,barlojo01,Lee,695445
