game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter9_Name,Home_Batter9_ID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID
2023-03-09,719194,2,5,7,Blake Perkins,663368,perkibl01,Ethan Murray,696140,Brian Navarreto,640459,navarbr01,Jesse Winker,608385,winkeje01,Isaac Collins,686555,Jon Singleton,572138,singljo02,Monte Harrison,656509,harrimo01,Cam Devanney,687478,Skye Bolt,621450,boltsk01,Victor Bericoto,682674,Jimmy Glowenke,694368,Shane Matheny,676847,Heliot Ramos,671218,ramoshe02,Patrick Bailey,672275,bailepa01,Will Wilson,669717,Ismael Munguia,665998,Jairo Pomares,682646,Carter Aldrete,666177,"Peralta, F",642547,peralfr01,Mejía,650496,mejiaje02,Miley,489119,mileywa01,Small,663629,smallet01,Rea,607067,reaco01,Yeager,687866,Hjelle,663546,hjellse01,"Rogers, Ta",573124,rogerta01,Winn,676775,winnke01,"Guzmán, R",608597,guzmaro01,"Guzmán, J",660422,guzmajo04,Dabovich,681924
