game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID,Home_P_7_Name,Home_P_7_ID,Home_P_7_bbrefID
2022-04-03,706797,5,7,12,Ender Inciarte,542255,inciaen01,Miguel Andujar,609280,andujmi01,Tim Locastro,641796,locasti01,Roberto Chirinos,677597,Aldenis Sanchez,672479,David Freitas,571679,freitda01,Marcos Cabrera,683550,Alexander Vargas,683061,Spencer Henson,687136,Luis De Los Santos,665782,Greg Bird,595885,birdgr01,Riley Tirotta,694661,Will Robertson,683770,Tyler Heineman,623168,heinety01,Steward Berroa,672642,Raimel Tapia,606132,tapiara01,Gosuke Katoh,641741,katohgo01,Gabriel Martinez,683447,Gil,661563,gillu01,Schmidt,657376,schmicl01,"Gomez, M",676546,"Miller, S",571946,millesh01,"Anderson, S",641312,andersh01,"García, Y",554340,garciyi01,Phelps,475479,phelpda01,Merryweather,657240,merryju01,Saucedo,642048,sauceta01,"Richards, T",670950,richatr01,Mayza,641835,mayzati01
