game_date,gamepk,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID
2021-03-02,641627,Justin Toerner,682109,Conner Capel,668843,capelco01,Dennis Ortega,650883,Kramer Robertson,670298,roberkr01,Nolan Gorman,669357,gormano01,Lars Nootbaar,663457,nootbla01,John Nogowski,596056,nogowjo01,Scott Hurst,656568,hurstsc01,José Rondón,602922,rondojo02,Nasim Nuñez,683083,nunezna01,Joe Dunand,656388,dunanjo01,Brian Miller,675649,millebr03,Luis Marté,606336,martelu02,Brian Navarreto,640459,navarbr01,Lewin Díaz,650331,diazle01,Kameron Misner,670224,Peyton Burdick,680814,burdipe01,Magneuris Sierra,642423,sierrma01,Wainwright,425794,wainwad01,Ponce de Leon,594965,ponceda01,Liberatore,669461,liberma01,Woodford,663765,woodfja01,Webb,643778,webbty01,"López, P",641154,lopezpa01,"Garrett, B",666129,garrebr01,Cimber,643256,cimbead01,Madero,650347,maderlu01,"Lee, D",669276,leedy01
