game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID
2024-03-20,747886,13,4,17,Anyelo Encarnacion,699031,R.J. Yeager,694271,Jose Cordoba,692390,Michael Siani,672279,sianimi01,Pedro Pagés,686780,pagespe02,William Sullivan,688963,Luken Baker,663609,bakerlu01,César Prieto,693409,Yaisel Ramos,802066,Brady House,691781,Nasim Nuñez,683083,nunezna01,Nick Peoples,703612,James Wood,695578,Trey Lipscomb,702358,lipsctr01,Alex Call,669743,callal02,Juan Yepez,660766,yepezju01,Drew Millas,686452,milladr01,Dylan Crews,686611,Matz,571927,matzst01,Helsley,664854,helslry01,Gallegos,606149,gallegi01,Roycroft,688297,roycrch01,Baker,694536,Davies,605200,davieza02,La Sorsa,686747,lasorjo01,Rainey,663432,raineta01,Floro,571670,florody01,Bleier,542947,bleieri01,"Garcia, Ro",676395,garciro04
