game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID
2023-03-21,719024,4,4,8,Francisco Arcia,516472,arciafr01,Michael Chavis,656308,chavimi01,Trey Lipscomb,702358,lipsctr01,Jared McKenzie,686982,Justin Connell,676667,Jacob Young,696285,youngja03,CJ Abrams,682928,abramcj01,Matt Adams,571431,adamsma01,Armando Cruz,694182,Nathan Church,701675,Kramer Robertson,670298,roberkr01,Óscar Mercado,640458,mercaos01,Tres Barrera,668663,barretr01,Jeremy Rivas,692405,Masyn Winn,691026,winnma01,Pedro Pagés,686780,pagespe02,Matt Koperniak,689288,Luken Baker,663609,bakerlu01,"Gray, Js",680686,grayjo03,Colomé,517008,colomal01,"Peralta, Wi",503449,peralwi01,Banda,607455,bandaan01,Flaherty,656427,flaheja01,Naile,664942,naileja01,Naughton,676050,naughpa01,"Thompson, Z.D.",668868,thompza02,"Suárez, An",605498,suarean01,Loutos,702795
