game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_5_Name,Away_P_5_ID,Away_P_6_Name,Away_P_6_ID,Away_P_7_Name,Away_P_7_ID,Away_P_7_bbrefID,Away_P_8_Name,Away_P_8_ID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_7_Name,Home_P_7_ID
2024-03-09,748047,13,5,18,Ernie Clement,676391,clemeer01,Luis De Los Santos,665782,Spencer Horwitz,687462,horwisp01,Phil Clarke,671287,Will Robertson,683770,Payton Henry,668721,henrypa01,Dasan Brown,672018,Orelvis Martinez,682619,Gabriel Martinez,683447,David Dahl,621311,dahlda01,Kody Clemens,665019,clemeko01,Darick Hall,669742,hallda02,Aramis Garcia,605244,garciar01,Rodolfo Castro,666801,castrro01,Scott Kingery,664068,kingesc01,Matt Kroon,663714,Cam Gallagher,595956,gallaca01,Cal Stevenson,670276,steveca01,Tiedemann,694357,"Richards, T",670950,richatr01,Parsons,641149,parsowe01,Eisert,685126,Long,621048,Juenger,696522,Little,663893,littlbr02,Cooke,701566,"Walker, T",592836,walketa01,"Buchanan, D",571527,buchada01,Garnett,702911,Strahm,621381,strahma01,Hoffman,656546,hoffmje02,Skirrow,659418,Rao,702102
