game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID
2023-03-19,719049,1,2,3,Brendon Davis,663478,davisbr04,Donny Sands,664848,sandsdo01,Izaac Pacheco,691789,Trei Cruz,669360,Parker Meadows,678009,meadopa01,Roberto Campos,691449,Colt Keith,690993,keithco01,Corey Joyce,687144,Andrew Knapp,595284,knappan01,Francisco Arcia,516472,arciafr01,Viandel Pena,678854,Trey Lipscomb,702358,lipsctr01,Franklin Barreto,620439,barrefr02,Stone Garrett,656448,garrest01,Jacob Young,696285,youngja03,Jeter Downs,669023,downsje01,Leonel Valera,665987,Matt Adams,571431,adamsma01,"Rodriguez, Ed",593958,rodried05,"Holton, T",663947,holtoty01,"Del Pozo, M",600887,delpomi01,"Díaz, M",622766,diazmi02,Zabala,656008,zabalan01,Kuhl,641771,kuhlch01,"Harris, H",665048,harriho02,"Harvey, H",640451,harvehu01,"Ramírez, E",541640,ramirer02,"Machado, A",600921,machaan02
