game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter9_Name,Home_Batter9_ID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID,Home_P_7_Name,Home_P_7_ID
2024-03-02,748145,1,7,8,Wade Stauss,702328,Mike Antico,690443,Thomas Saggese,695336,Matt Koperniak,689288,Alfonso Rivas III,663845,rivasal01,Arquímedes Gamboa,660614,Nick Raposo,695596,César Prieto,693409,Jared Young,676724,youngja02,Corey Julks,667452,julksco01,Mauricio Dubón,643289,dubonma01,Miguel Palma,682692,Will Wagner,695238,Joey Loperfido,694388,loperjo01,Quincy Hamilton,680810,Pedro León,694175,Jesús Bastidas,665846,Jordan Brewer,685084,"Thompson, Z.D.",668868,thompza02,Middleton,641871,middlke01,King,667463,kingjo01,Robberse,691828,"Rodríguez, W",516853,rodriwi02,Cornwell,676498,Javier,664299,javiecr01,Montero,606160,montera01,Hader,623352,haderjo01,"Abreu, B",650556,abreubr01,Suero,593833,suerowa01,"Scott, Tay",605463,scottta02,Strotman,675977
