game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Away_P_6_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_6_Name,Home_P_6_ID
2023-03-08,719226,4,7,11,Canaan Smith-Njigba,675986,smithca05,Nick Gonzales,693304,gonzani01,Endy Rodríguez,682848,rodrien01,Travis Swaggerty,680552,swaggtr01,Jason Delay,641511,delayja01,Chavez Young,669945,Drew Maggi,543482,maggidr01,Jared Triolo,669707,triolja01,Andrés Alvarez,687019,Heston Kjerstad,677008,kjershe01,Robert Neustrom,680438,Shayne Fontana,687833,Coby Mayo,691723,Jordan Westburg,676059,westbjo01,Ramón Rodríguez,670232,Franchy Cordero,614173,cordefr02,César Prieto,693409,Ryan O'Hearn,656811,ohearry01,Velasquez,592826,velasvi01,Holderman,670059,holdeco01,"Hernandez, J",669796,hernajo03,Moreta,664294,moretda01,"De Los Santos, Y",660787,delosye01,Priester,682990,priesqu01,Gibson,502043,gibsoky01,"Pérez, C",672335,perezci01,Akin,669211,akinke01,"Garrett, R",657585,garrere01,"Watson, R",670245,Hoffman,676510
