gamepk,game_date,runs_home,runs_away,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID
706827,2022-04-04,6,3,9,Jorge Barrosa,678489,barrojo01,Tim Tawa,694374,unknown,Matt Davidson,571602,davidma02,Juan Graterol,492802,grateju01,Neyfy Castillo,678689,unknown,Eduardo Diaz,666452,unknown,Roby Enriquez,690702,unknown,Jose Fernandez,699912,unknown,Gavin Conticello,695521,unknown,Adam Frazier,624428,fraziad01,Ty France,664034,francty01,Jesse Winker,608385,winkeje01,Mitch Haniger,571745,hanigmi01,Eugenio Suárez,553993,suareeu01,Julio Rodríguez,677594,rodriju01,Jarred Kelenic,672284,kelenja01,Tom Murphy,608596,murphto04,J.P. Crawford,641487,crawfjp01,Marco Gonzales,594835,gonzama02,Caleb Smith,592761,smithca03,Diego Castillo,650895,castidi01,Andrés Muñoz,662253,munozan01,Matt Festa,670036,festama01,Mitchell Stumpo,686933,unknown,Riley Smith,642092,smithri01
