game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID
2024-03-13,747983,2,3,5,Caleb Hamilton,643348,hamilca01,Tucker Flint,687272,Jack López,605346,lopezja03,Arol Vera,691186,Sam Brown,694848,Denzer Guzman,694203,Mickey Moniak,666160,moniami01,Nelson Rada,703185,Kevyn Castillo,800203,Tyler Tolbert,686475,Drew Waters,671221,waterdr01,Josh Lester,623507,lestejo02,John Rave,670231,MJ Melendez,669004,melenmj01,Nate Eaton,681987,eatonna01,Logan Porter,682515,portelo01,Peyton Wilson,686523,Nelson Velázquez,676369,velazne01,Detmers,672282,detmere01,Joyce,690829,joycebe01,Cisnero,542585,cisnejo01,Caceres,680983,cacerke01,Estévez,608032,estevca01,Lynch IV,663738,lynchda02,Sauer,669422,sauerma01,"Anderson, N",623433,anderni01,McArthur,663704,mcartja01,Long,669674,longsa01,Sisk,681895
