game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter9_Name,Home_Batter9_ID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID
2022-04-03,706900,2,8,10,Willy Yahn,676278,AJ Graffanino,664690,Anthony Bemboom,621532,bemboan01,Jacob Nottingham,641924,nottija01,Mason Janvrin,673765,Richie Martin,621006,martiri01,Anthony Santander,623993,santaan02,Dylan Harris,690429,Zach Jarrett,676913,Brent Rooker,667670,rookebr01,Andrew Bechtold,657510,Christian Encarnacion-Strand,687952,encarch01,Jair Camargo,665856,camarja01,Noah Miller,695653,Matt Wallner,670242,wallnma01,Will Holland,683735,Michael Helman,680737,DaShawn Keirsey Jr.,680577,Kremer,665152,kremede01,Baker,641329,bakerbr01,"Bautista, F",642585,bautife01,Baumann,657508,baumami01,"Gray, So",543243,grayso01,"Smith, Joe",501925,smithjo05,Faria,607188,fariaja01,Schulfer,662165
