game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID
2021-03-05,642023,7,3,10,Jeremiah Jackson,669236,Scott Schebler,594988,schebsc01,Taylor Ward,621493,wardta01,Franklin Barreto,620439,barrefr02,Jose Rojas,670351,rojasjo02,Jordyn Adams,677941,adamsjo03,Jo Adell,666176,adelljo01,Phil Gosselin,594838,gosseph01,Anthony Mulrine,688226,Carlos Pérez,542208,perezca02,Luis Barrera,642456,barrelu01,Vimael Machín,605353,machivi01,Seth Brown,664913,brownse01,Pete Kozma,518902,kozmape01,Michael Reed,642002,Nick Allen,669397,allenni02,Mitch Moreland,519048,morelmi01,Greg Deichmann,656364,deichgr01,Ohtani,660271,ohtansh01,"Keller, K",664918,kelleky01,Sandoval,663776,sandopa02,Chavez,445926,chaveje01,Pannone,623381,pannoth01,Kaprielian,621076,kaprija01,"Smith, B",572143,smithbu03,Kolarek,592473,kolarad01,Schlitter,489295,schlibr01,Blackham,657518,Turley,543867,turleni01
