game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_6_Name,Away_P_6_ID,Home_SP_Name,Home_SP_ID,Home_P_2_Name,Home_P_2_ID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_5_Name,Home_P_5_ID,Home_P_6_Name,Home_P_6_ID
2022-03-19,706978,8,5,13,Tyler Fitzgerald,666149,fitzgty01,Ricardo Genovés,665648,Patrick Bailey,672275,bailepa01,Armani Smith,669702,Brett Auerbach,682266,Luis Toribio,678681,Will Wilson,669717,Grant McCray,687529,Luis Matos,682641,matoslu02,Aaron Schunk,668845,Brenton Doyle,686668,doylebr02,Jameson Hannah,680683,Kyle Holder,664060,Scott Schebler,594988,schebsc01,Bret Boswell,641385,AJ Lewis,674630,Ezequiel Tovar,678662,tovarez01,Elehuris Montero,660707,monteel01,Beede,595881,beedety01,De Jesus,646241,dejesen01,Llovera,661440,llovema01,Oswalt,621261,oswalco01,"Wright, C",686819,Tago,547185,Duncan,641538,Dennis,668757,Hollowell,668970,holloga01,Schilling,675983,Todd,657047,Poulin,676571
