game_date,gamepk,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID,Home_P_7_Name,Home_P_7_ID
2024-03-09,748039,5,5,Coco Montes,663796,monteco01,Aaron Schunk,668845,Braxton Fulford,690924,Hunter Goodman,696100,goodmhu01,Jimmy Herron,676939,Jordan Beck,687597,beckjo01,Jameson Hannah,680683,Connor Kaiser,663731,kaiseco01,Michael Toglia,669911,toglimi01,Bradlee Beesley,686977,Jorge Alfaro,595751,alfarjo01,Chase Strumpf,668664,Joe Hudson,621529,hudsojo03,Darius Hill,675628,Matt Mervis,670223,mervima01,Reivaj Garcia,678706,Miles Mastrobuoni,670156,mastrmi01,David Bote,623520,boteda01,"Hudson, Dak",641712,hudsoda02,Kitchen,685116,"Lambert, P",663567,lambepe01,Kinley,641755,kinlety01,"Lawrence, J",664875,lawreju01,Pannone,623381,pannoth01,Edwards Jr.,605218,edwarca01,Alzolay,640470,alzolad01,Neris,593576,nerishe01,Almonte,622075,almonye01,Palencia,694037,palenda01,Bigge,685801
