game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Away_P_6_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID,Home_P_7_Name,Home_P_7_ID
2023-03-05,719258,6,1,7,Jake Scheiner,676595,Zach DeLoach,676113,deloaza01,Jonatan Clase,682729,clasejo01,Drew Ellis,656403,ellisdr01,Gabriel Gonzalez,694224,Axel Sanchez,692046,Harry Ford,695670,Kean Wong,642221,wongke01,Alberto Rodriguez,679754,Eddy Alvarez,657193,alvared01,Blake Perkins,663368,perkibl01,Brice Turang,668930,turanbr02,Wes Clarke,682265,Jon Singleton,572138,singljo02,Monte Harrison,656509,harrimo01,Skye Bolt,621450,boltsk01,Andruw Monasterio,655316,monasan01,Jeferson Quero,691620,Flexen,623167,flexech01,Sewald,623149,sewalpa01,Castillo. D,650895,castidi01,Clarke,669247,Bernardino,657514,bernabr01,Margevicius,676606,margeni01,Woodruff,605540,woodrbr01,Lauer,641778,lauerer01,"Williams, D",642207,willide03,Varland,681402,varlagu01,Uribe,682842,uribeab01,Erceg,668674,erceglu01,Herb,600355
