game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Away_P_6_bbrefID,Away_P_7_Name,Away_P_7_ID,Away_P_7_bbrefID,Away_P_8_Name,Away_P_8_ID,Away_P_9_Name,Away_P_9_ID,Away_P_10_Name,Away_P_10_ID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_4_Name,Home_P_4_ID,Home_P_5_Name,Home_P_5_ID,Home_P_6_Name,Home_P_6_ID,Home_P_7_Name,Home_P_7_ID,Home_P_8_Name,Home_P_8_ID
2024-02-26,748221,6,7,13,Carlos De La Cruz,678926,Cody Roberts,663944,Erick Brito,684081,Kendall Simmons,669227,Matt Kroon,663714,Bryce Ball,668787,Símon Muzziotti,665922,muzzisi01,William Simoneit,686766,Trevor Schwecke,673893,Nick Yorke,694377,Chase Meidroth,805367,Alex Binelas,681323,Connor Wong,657136,wongco01,Matthew Lugo,683090,Christian Koss,683766,Tyler McDonough,694812,Karson Simas,689302,Mark Kolozsvary,656627,kolozma01,"Buchanan, D",571527,buchada01,Brogdon,641401,brogdco01,Wynne,688011,"Marte, Y",628708,marteyu01,Burr,621114,burrry01,"Ortiz, L.F.",656814,ortizlu02,Rucker,621074,ruckemi01,Skirrow,659418,Garnett,702911,Schultz,669697,Houck,656557,houckta01,Luetge,476595,luetglu01,Shugart,663767,Politi,681555,Van Belle,687003,Penrod,683068,Liu,692617,Fogell,808820
