game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Away_P_6_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_7_Name,Home_P_7_ID,Home_P_8_Name,Home_P_8_ID
2022-03-20,706886,8,7,15,Kody Clemens,665019,clemeko01,Willi Castro,650489,castrwi01,Parker Meadows,678009,meadopa01,Isaac Paredes,670623,paredis01,Jacob Robson,615699,robsoja01,Josh Lester,623507,lestejo02,Eric Haase,606992,haaseer01,Jack López,605346,lopezja03,Derek Hill,656537,hillde01,Armando Alvarez,669137,Blake Perkins,663368,perkibl01,Ryan LaMarre,534606,lamarry01,Oswaldo Cabrera,665828,cabreos01,Eric Wagaman,676572,Michael Beltre,642461,Estevan Florial,664314,flories01,Anthony Volpe,683011,volpean01,Rob Brantly,542963,brantro01,Skubal,669373,skubata01,"Soto, G",642397,sotogr01,Anderson,502624,anderch01,Faedo,656412,faedoal01,"Rodriguez, N",670550,rodrini01,"Pinto, R",620982,pintori01,"Severino, L",622663,severlu01,"Peralta, Wa",593974,peralwa01,Luetge,476595,luetglu01,Weber,543901,weberry01,Banuelos,544365,banuema01,Boyle,682044,"Gomez, M",676546,Minnick,687953
