game_date,gamepk,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID
2022-07-12,662108,13,13,Jake McCarthy,664983,mccarja02,Daulton Varsho,662139,varshda01,Sergio Alcántara,642727,alcanse01,Carson Kelly,608348,kellyca02,Buddy Kennedy,671083,kennebu01,Jordan Luplow,656669,luplojo01,David Peralta,444482,peralda01,Geraldo Perdomo,672695,perdoge01,Alek Thomas,677950,thomaal01,Luis González,670768,gonzalu03,Joey Bart,663698,bartjo01,Thairo Estrada,642731,estrath01,David Villar,681584,villada01,Wilmer Flores,527038,florewi01,LaMonte Wade Jr.,664774,wadela01,Yermín Mercedes,606213,merceye01,Mike Yastrzemski,573262,yastrmi01,Austin Slater,596103,slateau01,Keuchel,572971,keuchda01,Uceta,670955,ucetaed01,Weaver,596133,weavelu01,"Smith, C",592761,smithca03,"Kelly, C",608348,kellyca02,Webb,657277,webblo01,"Marte, Y",628708,marteyu01,"Gonzalez, L",670768,gonzalu03
