game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Away_P_6_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID,Home_P_7_Name,Home_P_7_ID,Home_P_7_bbrefID,Home_P_8_Name,Home_P_8_ID
2023-03-04,719288,5,7,12,Yoyner Fajardo,679938,Chance Sisco,642082,siscoch01,Yunior Severino,670870,Kala'i Rosario,693850,Anthony Prato,668791,Jake Rucker,696160,Chris Williams,675910,Misael Urbina,682618,Jose Salas,691191,Cal Conley,695462,Adeiny Hechavarría,588751,hechaad01,Cody Milligan,687862,Luke Waddell,680672,Joe Hudson,621529,hudsojo03,Joshua Fuentes,658069,fuentjo01,Landon Stephens,686677,Cade Bunnell,685298,Magneuris Sierra,642423,sierrma01,Varland,686973,varlalo01,Coulombe,543056,couloda01,Woods Richardson,680573,woodssi01,"Santana, D",642701,santade01,Moran,663558,moranjo01,Megill,656730,megiltr01,Fried,608331,friedma01,"Iglesias, R",628452,iglesra01,"Jiménez, J",641729,jimenjo02,Chavez,445926,chaveje01,"Anderson, N",623433,anderni01,"Harvey, J",642840,harvejo01,Winans,642216,winanal01,"Robles, D",660781
