game_date,gamepk,runs_away,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_6_Name,Home_P_6_ID
2021-03-26,642139,9,9,Eddy Alvarez,657193,alvared01,Joe Dunand,656388,dunanjo01,Jazz Chisholm Jr.,665862,chishja01,Kameron Misner,670224,Anthony Bass,542914,bassan01,Magneuris Sierra,642423,sierrma01,JJ Bleday,668709,bledajj01,Sandy León,506702,leonsa01,Demetrius Sims,676443,Pedro León,694175,Grae Kessinger,666197,kessigr01,Colton Shaver,656953,Jose Siri,642350,sirijo01,Colin Barber,683145,Taylor Jones,622100,jonesta01,Jake Meyers,676694,meyerja02,C.J. Hinojosa,546994,Abraham Toro,647351,toroab01,"Rogers, Tr",669432,rogertr01,Bender,669622,bendean01,Hoyt,624586,hoytja01,"García, Y",554340,garciyi01,Bass,542914,bassan01,Greinke,425844,greinza01,Garza Jr.,621248,garzara01,"Raley, B",548384,raleybr01,"Paredes, E",660600,pareden01,LaRue,670159,Conine,669345
