game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID
2024-04-20,745354,3,7,10,Joc Pederson,592626,pederjo01,Ketel Marte,606466,marteke01,Blaze Alexander,677942,alexabl01,Kevin Newman,621028,newmake01,Eugenio Suárez,553993,suareeu01,Corbin Carroll,682998,carroco02,Lourdes Gurriel Jr.,666971,gurrilo01,Christian Walker,572233,walkech02,Pavin Smith,656976,smithpa04,Michael Conforto,624424,confomi01,Jorge Soler,624585,solerjo01,Thairo Estrada,642731,estrath01,Nick Ahmed,605113,ahmedni01,Patrick Bailey,672275,bailepa01,Matt Chapman,656305,chapmma01,Wilmer Flores,527038,florewi01,Jung Hoo Lee,808982,leeju01,Mike Yastrzemski,573262,yastrmi01,Gallen,668678,galleza01,Mantiply,573009,mantijo01,Jarvis,686826,jarvibr01,Castro,612434,castrmi01,Harrison,690986,harriky01,"Walker, R",676254,walkery01,"Miller, E",669062,milleer01,"Rogers, Ta",573124,rogerta01,"Rogers, Ty",643511,rogerty01,Doval,666808,dovalca01
