game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Away_P_6_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_3_Name,Home_P_3_ID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_6_Name,Home_P_6_ID,Home_P_7_Name,Home_P_7_ID
2022-03-22,706817,4,2,6,Pedro Castellanos,665776,Grant Williams,681260,Ryan Fitzgerald,680837,David Hamilton,666152,hamilda03,Gilberto Jimenez,678362,Wil Dalton,670200,Nick Decker,678006,Roldani Baldwin,650380,Christian Koss,683766,Brett Wisely,689172,wiselbr01,Niko Hulsizer,680881,Ford Proctor,665154,proctfo01,Jonathan Aranda,666018,arandjo01,Jordan Qsar,682040,Greg Jones,675659,Grant Witherspoon,680710,Ruben Cardenas,665180,Curtis Mead,678554,meadcu01,Hill,448179,hillri01,Whitlock,676477,whitlga01,"Barnes, M",598264,barnema01,"Cole, T",518566,coleta01,Hartlieb,664129,hartlge01,"Davis, A",656354,davisau01,Mazza,607391,mazzach01,De Horta,641506,Erwin,664116,Ogando,642657,ogandcr01,Sterner,686993,Labosky,676361,Brigden,688953
