game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID
2023-03-22,719005,2,5,7,Willie Calhoun,641432,calhowi01,Max Burt,661733,Benjamin Cowles,701496,Andrés Chaparro,665953,Elijah Dunham,685313,Rodolfo Durán,660710,Jesús Bastidas,665846,Wilmer Difo,594694,difowi01,Brandon Lockridge,663604,Dominic Smith,642086,smithdo02,Alex Call,669743,callal02,Joey Meneses,608841,menesjo01,Jeimer Candelario,600869,candeje01,Luis García Jr.,671277,garcilu04,Keibert Ruiz,660688,ruizke01,Lane Thomas,657041,thomala02,Victor Robles,645302,roblevi01,CJ Abrams,682928,abramcj01,Schmidt,657376,schmicl01,King,650633,kingmi01,Krook,640454,krookma01,Danish,641501,danisty01,Gore,669022,gorema01,"Harris, H",665048,harriho02,Ward,663658,wardth01,"Harvey, H",640451,harvehu01,"Machado, A",600921,machaan02
