game_date,gamepk,runs_away,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Away_P_6_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID
2022-09-20,662012,5,5,Martín Maldonado,455117,maldoma01,Trey Mancini,641820,mancitr01,Kyle Tucker,663656,tuckeky01,Mauricio Dubón,643289,dubonma01,Alex Bregman,608324,bregmal01,David Hensley,682073,henslda01,Jeremy Peña,665161,penaje02,Aledmys Díaz,649557,diazal02,Yainer Diaz,673237,diazya02,Isaac Paredes,670623,paredis01,Harold Ramírez,623912,ramirha02,Francisco Mejía,642336,mejiafr01,Ji Man Choi,596847,choiji01,Christian Bethancourt,542194,bethach01,David Peralta,444482,peralda01,Manuel Margot,622534,margoma01,Jonathan Aranda,666018,arandjo01,Wander Franco,677551,francwa01,Javier,664299,javiecr01,"Maton, P",664208,matonph01,Stanek,592773,stanery01,"Smith, W",519293,smithwi04,"Abreu, B",650556,abreubr01,Pressly,519151,pressry01,McClanahan,663556,mcclash01,Armstrong,542888,armstsh01,Chargois,608638,chargjt01,Guerra,642770,guerrja02,Poche,621363,pocheco01
