game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID,Home_P_7_Name,Home_P_7_ID
2022-03-27,706887,4,7,11,Canaan Smith-Njigba,675986,smithca05,Chris Sharpe,676426,Hunter Owen,670462,owenhu01,Ji Hwan Bae,678225,baeji01,Bligh Madris,676632,madribl01,Taylor Davis,543089,davista01,Cal Mitchell,668751,mitchca01,Andrés Alvarez,687019,Michael Pérez,605421,perezmi03,Blake Perkins,663368,perkibl01,Tim Locastro,641796,locasti01,José Peraza,606299,perazjo01,Max Burt,661733,Michael Beltre,642461,Jesús Bastidas,665846,David Freitas,571679,freitda01,Chad Bell,687382,Estevan Florial,664314,flories01,Quintana,500779,quintjo01,Brubaker,664141,brubajt01,"Stratton, C",608717,stratch01,Underwood Jr.,621249,underdu01,Cole,543037,colege01,Loseke,667435,Montgomery,656756,montgjo01,Mauricio,676089,Loáisiga,642528,loaisjo01,"Abreu, A",656061,abreual01,"Greene, Z",681891
