game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_6_Name,Away_P_6_ID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID
2021-03-03,642098,7,10,17,Edwin Díaz,641521,Cody Thomas,642137,thomaco01,Michael Reed,642002,Aramis Garcia,605244,garciar01,Frank Schwindel,643524,schwifr01,Jacob Wilson,607111,wilsoja04,Greg Deichmann,656364,deichgr01,Kyle McCann,668832,mccanky01,Logan Davidson,669722,Ryan Vilade,668723,viladry01,Yonathan Daza,602074,dazayo01,Sam Hilliard,656541,hillisa01,Connor Joe,656582,joeco01,Eric Stamets,608715,stameer01,Alan Trejo,676701,trejoal01,Joshua Fuentes,658069,fuentjo01,Colton Welker,666213,welkeco01,José Briceño,593993,bricejo01,"Irvin, C",608344,irvinco01,Weems,607179,weemsjo01,"Jiménez, D",666204,jimenda01,Acevedo,642758,acevedo01,Criswell,676105,Angulo,656196,Castellani,624418,castery01,Kinley,641755,kinlety01,Estévez,608032,estevca01,Gilbreath,656458,gilbrlu01,"Lawrence, J",664875,lawreju01,"Holder, H",595988
