game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID
2021-09-07,632588,12,7,19,Randy Arozarena,668227,arozara01,Mike Zunino,572287,zuninmi01,Jordan Luplow,656669,luplojo01,Kevin Kiermaier,595281,kiermke01,Manuel Margot,622534,margoma01,Joey Wendle,621563,wendljo01,Nelson Cruz,443558,cruzne02,Yandy Díaz,650490,diazya01,Wander Franco,677551,francwa01,Jonathan Araúz,660620,arauzjo01,Jose Iglesias,578428,iglesjo01,Enrique Hernández,571771,hernaen02,Alex Verdugo,657077,verdual01,Bobby Dalbec,666915,dalbebo01,Danny Santana,542454,santada01,Kyle Schwarber,656941,schwaky01,Travis Shaw,543768,shawtr01,Christian Vázquez,543877,vazquch01,Rasmussen,656876,rasmudr01,Head,545343,headlo01,Hess,605276,hessda01,"Rodriguez, Ed",593958,rodried05,Feliz,593140,felizmi01,"Peacock, B",502748,peacobr01
