game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID
2022-09-30,663099,1,6,7,Jonathan India,663697,indiajo01,Austin Romine,519222,rominau01,Donovan Solano,456781,solando01,Jake Fraley,641584,fraleja01,TJ Friedl,670770,friedtj01,Michael Siani,672279,sianimi01,Kyle Farmer,571657,farmeky01,Spencer Steer,668715,steersp01,Jose Barrero,676480,garcijo02,Christopher Morel,666624,morelch01,Ian Happ,664023,happia01,Patrick Wisdom,621550,wisdopa01,Yan Gomes,543228,gomesya01,Seiya Suzuki,673548,suzukse01,P.J. Higgins,664731,higgipj01,Nico Hoerner,663538,hoernni01,Esteban Quiroz,606019,quiroes01,Franmil Reyes,614177,reyesfr01,Ashcraft,668933,ashcrgr01,Overton,656818,overtco01,Sampson,592716,sampsad01,Uelmen,657272,uelmeer01,Wick,592858,wickro01
