game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Away_P_6_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID,Home_P_7_Name,Home_P_7_ID,Home_P_8_Name,Home_P_8_ID
2023-03-12,719153,11,3,14,Hudson Potts,668888,Geraldo Quintero,684852,Mitchell Tolman,664051,Forrest Wall,657088,wallfo01,Cody Milligan,687862,Jacob Pearson,669245,Hoy Park,660829,parkho01,Riley Delgado,676629,Drake Baldwin,686948,Canaan Smith-Njigba,675986,smithca05,Miguel Andujar,609280,andujmi01,Travis Swaggerty,680552,swaggtr01,Tyler Heineman,623168,heinety01,Ji Hwan Bae,678225,baeji01,Connor Joe,656582,joeco01,Tucupita Marcano,672779,marcatu01,Drew Maggi,543482,maggidr01,Cal Mitchell,668751,mitchca01,Shuster,694363,shustja01,Yates,489446,yateski01,Chavez,445926,chaveje01,"Young, D",664849,youngda02,Tice,676709,ticety01,Swarmer,664161,swarmma01,"Keller, M",656605,kellemi03,Crowe,640444,crowewi01,"Perdomo, A",622780,perdoan01,"Ramírez, Y",670990,ramiryo01,Selby,681882,selbyco01,"De Los Santos, Y",660787,delosye01,"Samaniego, T",701719,Junker,669668
