game_id,game_date,runs_home,runs_away,runs_total,home_id,home_name,away_id,away_name,home_oddshark_id,away_oddshark_id,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,over_under_runline
718152,2023-05-16,7,3,10,117,Houston Astros,112,Chicago Cubs,27023,27020,Nick Madrigal,663611,madrini01,Dansby Swanson,621020,swansda01,Christopher Morel,666624,morelch01,Ian Happ,664023,happia01,Seiya Suzuki,673548,suzukse01,Matt Mervis,670223,mervima01,Miles Mastrobuoni,670156,mastrmi01,Eric Hosmer,543333,hosmeer01,Mauricio Dubón,643289,dubonma01,Alex Bregman,608324,bregmal01,Yordan Alvarez,670541,alvaryo01,Kyle Tucker,663656,tuckeky01,José Abreu,547989,abreujo02,Jeremy Peña,665161,penaje02,Corey Julks,667452,julksco01,Chas McCormick,676801,mccorch01,Cristian Javier,664299,javiecr01,Justin Steele,657006,steelju01,Phil Maton,664208,matonph01,Matt Gage,657424,gagema01,Nick Burdi,595897,burdini01,Julian Merryweather,657240,merryju01,7.5
