game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID
2021-03-23,642185,3,4,7,Greg Jones,675659,Dalton Kelly,665138,Wander Franco,677551,francwa01,Esteban Quiroz,606019,quiroes01,Tristan Gray,656484,graytr01,Garrett Whitley,663605,Brett Sullivan,664954,sullibr01,Chris Betts,663341,Joseph Odom,641929,odomjo01,Yusniel Díaz,666783,diazyu01,Chris Shaw,622046,shawch01,Ryan McKenna,663630,mckenry01,Pat Valaika,642162,valaipa01,Richie Martin,621006,martiri01,Maverick Handley,668974,Rylan Bannon,676625,bannory01,Jahmai Jones,663330,jonesja08,Tyler Nevin,663527,nevinty01,"Richards, T",670950,richatr01,Roe,475054,roech01,McHugh,543521,mchugco01,Sherriff,595411,sherrry01,"Valdez, C",491624,valdece01,Tate,622253,tatedi01,"Phillips, E",623465,phillev01,Greene,641632,greenco01,Lakins Sr.,664042,lakintr01
