game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Away_P_6_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID
2021-03-22,641695,10,4,14,Nick Yorke,694377,Jeter Downs,669023,downsje01,Austin Rei,623300,Gilberto Jimenez,678362,César Puello,527049,puellce01,Jonathan Araúz,660620,arauzjo01,Josh Ockimey,656807,Chad De La Guerra,664750,Michael Gettys,656455,Dalton Kelly,665138,Manuel Margot,622534,margoma01,Esteban Quiroz,606019,quiroes01,Austin Meadows,640457,meadoau01,Tristan Gray,656484,graytr01,Miles Mastrobuoni,670156,mastrmi01,Ryan Boldt,624416,Chris Betts,663341,René Pinto,650907,pintore02,"Rodriguez, Ed",593958,rodried05,Ort,672391,ortka01,Sawamura,617228,sawamhi01,Hernández,650382,hernada02,Winckowski,670174,winckjo01,Hall,664180,hallma02,Honeywell,641703,honeybr01,Ellis,595939,ellisch01,Enns,608650,ennsdi01,Allie,592105,Krehbiel,607216,krehbjo01,Head,545343,headlo01
