game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID
2021-03-02,641784,2,4,6,Alec Bohm,664761,bohmal01,Rodolfo Durán,660710,Darick Hall,669742,hallda02,Adam Haseley,656514,haselad01,Mickey Moniak,666160,moniami01,Luke Williams,663897,willilu01,Scott Kingery,664068,kingesc01,C.J. Chatham,641453,Johan Rojas,679032,rojasjo03,Breyvic Valera,591971,valerbr01,Riley Adams,656180,adamsri03,Austin Martin,668885,martiau01,Orelvis Martinez,682619,Leo Jimenez,677870,Forrest Wall,657088,wallfo01,Kevin Smith,675656,smithke05,Richard Urena,620446,urenari01,Phil Clarke,671287,Wheeler,554430,wheelza01,Medina,658431,medinad01,Falter,663559,falteba01,Jones,676103,jonesda07,"Sánchez, C",650911,sanchcr01,Matz,571927,matzst01,Chatwood,543022,chatwty01,Mayza,641835,mayzati01,"Cole, A",595918,coleaj01,Tice,676709,ticety01
