game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_3_Name,Away_P_3_ID,Away_P_4_Name,Away_P_4_ID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID
2023-03-10,719189,5,7,12,Chase Estep,686634,Rowdey Jordan,679821,Jett Williams,702518,Kevin Parada,691006,Omar De Los Santos,684519,Jesus Baez,800305,Rhylan Thomas,689041,JT Schwartz,681286,Hayden Senger,663584,Justin Toerner,682109,Mike Antico,690443,Kramer Robertson,670298,roberkr01,Pedro Pagés,686780,pagespe02,Joshua Baez,695491,Luken Baker,663609,bakerlu01,Jeremy Rivas,692405,Scott Hurst,656568,hurstsc01,Taylor Motter,600301,motteta01,"Hernández, El",622694,hernael01,Acosta,670897,Grey,670119,Parsons,663500,Woods,682016,woodswi02,Orze,679358,Montgomery,656756,montgjo01,Liberatore,669461,liberma01,Misiewicz,664948,misiean01,"Suárez, An",605498,suarean01
