game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID
2021-03-22,641571,3,4,7,Kody Clemens,665019,clemeko01,Riley Greene,682985,greenri03,Akil Baddoo,668731,baddoak01,Isaac Paredes,670623,paredis01,Spencer Torkelson,679529,torkesp01,Jake Rogers,668670,rogerja03,Dustin Garneau,572863,garnedu01,Ryan Kreidler,668952,kreidry01,Danny Woodrow,670143,Breyvic Valera,591971,valerbr01,Riley Adams,656180,adamsri03,Logan Warmoth,657089,Forrest Wall,657088,wallfo01,Jonathan Davis,641505,davisjo05,Kevin Smith,675656,smithke05,Tyler White,643603,whitety01,Santiago Espinal,669289,espinsa01,Vladimir Guerrero Jr.,665489,guerrvl02,Teheran,527054,teherju01,"Ramírez, E",541640,ramirer02,Lange,656638,langeal01,Krol,571871,krolia01,Burrows,663366,burrobe01,Stripling,548389,stripro01,Payamps,606303,payamjo01,Romano,605447,romanjo03,Liriano,434538,liriafr01,Mayza,641835,mayzati01,"Jiménez, D",666204,jimenda01
