gamepk,game_date,runs_home,runs_away,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID,Home_P_7_Name,Home_P_7_ID,Home_P_7_bbrefID,Home_P_8_Name,Home_P_8_ID,Home_P_8_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID
719021,2023-03-21,1,12,13,LaMonte Wade Jr.,664774,wadela01,Thairo Estrada,642731,estrath01,Mike Yastrzemski,573262,yastrmi01,David Villar,681584,villada01,J.D. Davis,605204,davisjd01,Bryce Johnson,669369,johnsbr03,Roberto Pérez,547379,perezro02,Ford Proctor,665154,proctfo01,Stephen Piscotty,572039,piscost01,Chris Taylor,621035,tayloch03,Freddie Freeman,518692,freemfr01,Trayce Thompson,572204,thomptr01,J.D. Martinez,502110,martijd02,Miguel Rojas,500743,rojasmi02,Miguel Vargas,678246,vargami01,Jonny DeLuca,676356,delucjo01,Jose Ramos,682947,unknown,Patrick Mazeika,664850,mazeipa01,Noah Syndergaard,592789,syndeno01,Alex Wood,622072,woodal02,John Rooney,680701,unknown,Mark Washington,675976,unknown,Andre Jackson,656578,jacksan01,Justin Bruihl,677865,bruihju01,Phil Bickford,641360,bickfph01,Justin Hagenman,663795,unknown,Jake Reed,596082,reedja02,Sean Hjelle,663546,hjellse01,Camilo Doval,666808,dovalca01
