game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Away_P_6_bbrefID,Away_P_7_Name,Away_P_7_ID,Away_P_7_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID
2022-09-28,661099,2,3,5,Michael Harris II,671739,harrimi04,Travis d'Arnaud,518595,darnatr01,Matt Olson,621566,olsonma02,Ronald Acuña Jr.,660670,acunaro01,Guillermo Heredia,628338,heredgu01,Eddie Rosario,592696,rosared01,Dansby Swanson,621020,swansda01,Austin Riley,663586,rileyau01,Orlando Arcia,606115,arciaor01,Victor Robles,645302,roblevi01,CJ Abrams,682928,abramcj01,Joey Meneses,608841,menesjo01,Ildemaro Vargas,545121,vargail01,Alex Call,669743,callal02,Luke Voit,572228,voitlu01,Lane Thomas,657041,thomala02,César Hernández,514917,hernace02,Luis García Jr.,671277,garcilu04,Odorizzi,543606,odorija01,Chavez,445926,chaveje01,"Lee, D",669276,leedy01,"Iglesias, R",628452,iglesra01,Minter,621345,minteaj01,Jansen,445276,janseke01,"Stephens, J",623451,stephja01,"Gray, Js",680686,grayjo03,"Harvey, H",640451,harvehu01,Edwards Jr.,605218,edwarca01,Finnegan,640448,finneky01
