game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter9_Name,Home_Batter9_ID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Away_P_6_bbrefID,Away_P_7_Name,Away_P_7_ID,Away_P_7_bbrefID,Away_P_8_Name,Away_P_8_ID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_7_Name,Home_P_7_ID
2024-03-24,747819,9,9,18,Luis Vazquez,676679,vazqulu01,Scott McKeon,685096,Owen Caissie,683357,Jonathon Long,675085,Casey Opitz,676053,Joe Hudson,621529,hudsojo03,Darius Hill,675628,Ezequiel Pagan,681868,Ed Howard,690992,Colin Davis,695342,Ben Williamson,810938,Charlie Pagliarini,813860,Brock Rodden,801126,Bill Knight,681098,RJ Schreck,702302,Felnin Celesten,806958,Luis Suisbel,692044,Jake Anchia,680971,Hendricks,543294,hendrky01,"Santana, T",687825,Hodge,687863,hodgepo01,Watkins,677352,Merryweather,657240,merryju01,Little,681432,littllu01,"Escobar, Edw",546276,escobed02,McWilliams,656726,"Gilbert, L",669302,gilbelo01,Jefferson,690103,Saucedo,642048,sauceta01,Buttrey,621142,buttrty01,Llovera,661440,llovema01,Townsend,678620,Onyshko,647306
