game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter9_Name,Home_Batter9_ID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Away_P_7_Name,Away_P_7_ID,Away_P_7_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID
2024-03-02,748149,1,4,5,Luisangel Acuña,682668,Drew Gilbert,687551,Jett Williams,702518,Alex Ramírez,691267,Taylor Kohlwey,670128,kohlwta01,Austin Allen,664119,allenau01,Rylan Bannon,676625,bannory01,JT Schwartz,681286,Hayden Senger,663584,José Devers,672701,deverjo01,Griffin Conine,665052,Dane Myers,667472,myersda01,Harrison Spohn,695461,Jonah Bride,681146,bridejo01,Jhonny Pereda,640902,peredjh01,Paul McIntosh,682192,Marty Costes,664753,Brock Vradenburg,802544,Manaea,640455,manaese01,Parsons,663500,"Raley, B",548384,raleybr01,"López, Jo",605347,lopezjo02,Scott,681035,scottch01,Vasil,678024,Buttó,676130,buttojo01,"Pérez, Eu",691587,perezeu02,Henzman,669205,Faucher,676534,fauchca01,"Sánchez, S",664350,sanchsi01,"Muñoz, Rod",682610,munozro01,Monteverde,687287
