game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID
2024-03-13,747987,3,10,13,Lonnie White Jr.,696145,Carter Bins,670190,Eddy Rodriguez,699014,Garret Forrester,807720,Sergio Alcántara,642727,alcanse01,Kalae Harrison,695013,Ewry Espinal,691919,Jesus Castillo,691913,Shalin Polanco,694186,Ernie Clement,676391,clemeer01,Rafael Lantigua,672463,Eduardo Escobar,500871,escobed01,Phil Clarke,671287,Devonte Brown,675994,Nathan Lukes,664770,lukesna01,Glenn Santiago,687426,Tanner Morris,671088,Davis Schneider,676914,schneda03,Contreras,672710,contrro01,"Stratton, H",676702,strathu01,Ryan,656924,ryanry01,Mlodzinski,669387,mlodzca01,Nielson,686951,Bassitt,605135,bassich01,"Richards, T",670950,richatr01,"Swanson, E",657024,swanser01,Quinones,687879,Danner,668470,danneha01
