game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_4_Name,Away_P_4_ID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Away_P_6_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID
2024-03-10,748022,4,5,9,Matthew Batten,676946,battema01,Jakob Marsee,805300,Nathan Martorella,687210,Bryce Johnson,669369,johnsbr03,Kevin Plawecki,608700,plaweke01,Brad Miller,543543,millebr02,Nate Mondou,670148,mondona01,Mason McCoy,669200,mccoyma01,Brett Sullivan,664954,sullibr01,Ehire Adrianza,501303,adriaeh01,Tucker Flint,687272,Livan Soto,670869,sotoli01,Jordyn Adams,677941,adamsjo03,Jake Marisnick,545350,marisja01,Mickey Moniak,666160,moniami01,Kyren Paris,677347,parisky01,Jo Adell,666176,adelljo01,Chad Wallach,595453,wallach01,Brito,666745,britojh01,Gillaspie,670810,gillalo01,Go,808970,Reynolds,669308,Cosgrove,676680,cosgrto01,Avila,658648,avilape01,Silseth,681217,silsech01,Mederos,682989,medervi01,"García, L",472610,garcilu03,Cimber,643256,cimbead01,Caceres,680983,cacerke01,Estévez,608032,estevca01
