game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_5_Name,Away_P_5_ID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID,Home_P_7_Name,Home_P_7_ID,Home_P_7_bbrefID
2021-03-13,642136,2,7,9,CJ Alexander,680769,Michael Harris II,671739,harrimi04,Sean Kazmar Jr.,453527,kazmase01,Travis Demeritte,641513,demertr01,Jonathan Morales,664966,Bryce Ball,668787,Ryan Goins,572365,goinsry01,Terone Harris III,674677,Justin Dean,681909,Michael Chavis,656308,chavimi01,Jeter Downs,669023,downsje01,Gilberto Jimenez,678362,Ronaldo Hernández,660613,Jarren Duran,680776,duranja01,Chad De La Guerra,664750,Xander Bogaerts,593428,bogaexa01,Michael Gettys,656455,"Anderson, I",666120,anderia01,"Webb, J",657097,webbja01,Edwards Jr.,605218,edwarca01,Johnstone,641733,Kingham,663884,"Pérez, M",527048,perezma02,Brice,592169,briceau01,Hernández,650382,hernada02,"Valdez, P",570488,valdeph01,Groome,666130,Schreiber,670167,schrejo01,Ort,672391,ortka01
